"","htgrk","htypek","gtypek","grunntype","label","adb_id"
454,"V","V04","V04-C-03","V4-C-3 - temmelig til ekstremt kalkrike kilder","V4-C-3","NA V4-C-3"
455,"V","V04","V04-C-04","V4-C-4 - sterkt intermediære og litt kalkrike torvmarkskilder","V4-C-4","NA V4-C-4"
456,"V","V04","V04-C-05","V4-C-5 - temmelig til ekstremt kalkrike torvmarkskilder","V4-C-5","NA V4-C-5"
457,"V","V05","V05-C-01","V5-C-1 - svak varmkilde","V5-C-1","NA V5-C-1"
458,"V","V05","V05-C-02","V5-C-2 - klar varmkilde","V5-C-2","NA V5-C-2"
459,"V","V06","V06-C-01","V6-C-1 - kalkfattig og intermediært moderat våtsnøleie","V6-C-1","NA V6-C-1"
460,"V","V06","V06-C-02","V6-C-2 - kalkrikt moderat våtsnøleie","V6-C-2","NA V6-C-2"
461,"V","V06","V06-C-03","V6-C-3 - kalkfattig og intermediært seint våtsnøleie","V6-C-3","NA V6-C-3"
462,"V","V06","V06-C-04","V6-C-4 - kalkrikt seint våtsnøleie","V6-C-4","NA V6-C-4"
463,"V","V06","V06-C-05","V6-C-5 - kalkfattig og intermediært ekstrem-våtsnøleie","V6-C-5","NA V6-C-5"
464,"V","V06","V06-C-06","V6-C-6 - kalkrikt ekstrem-våtsnøleie","V6-C-6","NA V6-C-6"
465,"V","V06","V06-C-07","V6-C-7 - kalkfattig og intermediært seint kildesnøleie","V6-C-7","NA V6-C-7"
466,"V","V06","V06-C-08","V6-C-8 - kalkrikt seint kildesnøleie","V6-C-8","NA V6-C-8"
467,"V","V06","V06-C-09","V6-C-9 - ekstrem-kildesnøleie","V6-C-9","NA V6-C-9"
468,"V","V07","V07-C-01","V7-C-1 - kalkfattig og intermediær permafrost-våtmark","V7-C-1","NA V7-C-1"
469,"V","V07","V07-C-02","V7-C-2 - kalkrik permafrost-våtmark","V7-C-2","NA V7-C-2"
470,"V","V08","V08-C-01","V8-C-1 - kalkfattig og intermediær strand- og sumpskogsmark","V8-C-1","NA V8-C-1"
471,"V","V08","V08-C-02","V8-C-2 - kalkrik strand- og sumpskogsmark","V8-C-2","NA V8-C-2"
472,"V","V08","V08-C-03","V8-C-3 - saltpåvirket strand- og sumpskogsmark","V8-C-3","NA V8-C-3"
473,"V","V09","V09-C-01","V9-C-1 - kalkfattig semi-naturlig myr","V9-C-1","NA V9-C-1"
474,"V","V09","V09-C-02","V9-C-2 - intermediær semi-naturlig myr","V9-C-2","NA V9-C-2"
475,"V","V09","V09-C-03","V9-C-3 - kalkrik semi-naturlig myr","V9-C-3","NA V9-C-3"
476,"V","V10","V10-C-01","V10-C-1 - intermediær våteng","V10-C-1","NA V10-C-1"
477,"V","V10","V10-C-02","V10-C-2 - kalkrik våteng","V10-C-2","NA V10-C-2"
478,"V","V10","V10-C-03","V10-C-3 - kildevannspåvirket våteng","V10-C-3","NA V10-C-3"
479,"V","V11","V11-C-01","V11-C-1 - kalkfattig torvtak","V11-C-1","NA V11-C-1"
480,"V","V11","V11-C-02","V11-C-2 - kalkrikt torvtak","V11-C-2","NA V11-C-2"
481,"V","V12","V12-C-01","V12-C-1 - grøftet kalkfattig jordvannsmyr","V12-C-1","NA V12-C-1"
482,"V","V12","V12-C-02","V12-C-2 - grøftet kalkrik jordvannsmyr","V12-C-2","NA V12-C-2"
483,"V","V12","V12-C-03","V12-C-3 - grøftet nedbørsmyr","V12-C-3","NA V12-C-3"
484,"V","V13","V13-C-01","V13-C-1 - nye våtmarker med opprinnelse i sterkt endrede fastmarkssystemer","V13-C-1","NA V13-C-1"
485,"V","V13","V13-C-02","V13-C-2 - nye våtmarker med opprinnelse i jordbruksmark på fastmark","V13-C-2","NA V13-C-2"
486,"V","V13","V13-C-03","V13-C-3 - nye våtmarker med opprinnelse i neddemt skogsmark","V13-C-3","NA V13-C-3"
487,"V","V13","V13-C-04","V13-C-4 - nye våtmarker med opprinnelse i ferskvannsbunn","V13-C-4","NA V13-C-4"
