pid,_id,minorType_id,mappingScale_id,detail_id,is_implemented
2667,V1-B-14,V1-25,2500,,2
2668,V1-B-14,V1-26,2500,,2
2669,M1-29,M1-29,500,minor_type_M1-29,2
2670,T32-B-13,T32-13,2500,minor_type_scaled_T32-C-11,2
2671,T6-B-3,T6-6,2500,,2
2672,T6-B-3,T6-3,2500,minor_type_scaled_T6-C-1,2
2673,T6-B-3,T6-1,2500,,2
2674,T6-B-3,T6-2,2500,,2
2675,T6-B-3,T6-5,2500,,2
2676,T6-B-3,T6-7,2500,,2
2677,L2-E-6,L2-6,20000,minor_type_L2-6,2
2678,T4-B-19,T4-19,2500,minor_type_T4-19,2
2679,F1-E-3,F1-3,20000,minor_type_F1-3,2
2680,V1-C-5,V1-21,5000,,2
2681,V1-C-5,V1-22,5000,minor_type_scaled_V1-C-5,2
2682,M1-D-18,M1-18,10000,minor_type_M1-18,2
2683,T22-E-1,T22-1,20000,minor_type_scaled_T22-C-1,2
2684,T22-E-1,T22-2,20000,minor_type_scaled_T22-C-2,2
2685,L8-D-7,L8-7,10000,minor_type_L8-7,2
2686,T6-E-2,T6-4,20000,minor_type_scaled_T6-C-2,2
2687,M11-C-3,M11-3,5000,minor_type_M11-3,2
2688,M1-B-5,M1-5,2500,minor_type_M1-5,2
2689,F2-C-1,F2-1,5000,minor_type_F2-1,2
2690,M4-E-5,M4-5,20000,minor_type_M4-5,2
2691,T32-C-3,T32-3,5000,minor_type_scaled_T32-C-3,2
2692,T1-3,T1-3,500,minor_type_T1-3,2
2693,T31-B-14,T31-14,2500,minor_type_scaled_T31-C-14,2
2694,M4-B-36,M4-36,2500,minor_type_M4-36,2
2695,V4-5,V4-5,500,minor_type_V4-5,2
2696,V1-5,V1-5,500,minor_type_V1-5,2
2697,L1-B-1,L1-1,2500,minor_type_L1-1,2
2698,T1-40,T1-40,500,minor_type_T1-40,2
2699,V12-2,V12-2,500,minor_type_V12-2,2
2700,M6-1,M6-1,500,minor_type_M6-1,2
2701,T43-D-1,T43-1,10000,minor_type_scaled_T43-C-1,2
2702,T32-15,T32-15,500,minor_type_T32-15,2
2703,T8-D-1,T8-2,10000,,2
2704,T8-D-1,T8-4,10000,minor_type_scaled_T8-C-1,2
2705,T8-D-1,T8-3,10000,minor_type_scaled_T8-C-2,2
2706,T8-D-1,T8-1,10000,,2
2707,H4-2,H4-2,500,minor_type_H4-2,2
2708,T3-E-6,T3-9,20000,minor_type_scaled_T3-C-8,2
2709,T3-E-6,T3-8,20000,minor_type_scaled_T3-C-9,2
2710,L2-C-14,L2-14,5000,minor_type_L2-14,2
2711,T19-E-2,T19-3,20000,,2
2712,T19-E-2,T19-2,20000,minor_type_scaled_T19-C-2,2
2713,M1-C-3,M1-3,5000,minor_type_M1-3,2
2714,T13-C-2,T13-2,5000,minor_type_scaled_T13-C-2,2
2715,T27-6,T27-6,500,minor_type_T27-6,2
2716,V2-7,V2-7,500,minor_type_V2-7,2
2717,V4-C-1,V4-1,5000,minor_type_scaled_V4-C-1,2
2718,T37-1,T37-1,500,minor_type_T37-1,2
2719,M4-B-5,M4-5,2500,minor_type_M4-5,2
2720,T2-B-2,T2-2,2500,minor_type_scaled_T2-C-2,2
2721,H2-B-3,H2-3,2500,minor_type_H2-3,2
2722,L2-C-10,L2-10,5000,minor_type_L2-10,2
2723,T21-B-2,T21-1,2500,minor_type_scaled_T21-C-1,2
2724,T21-B-2,T21-2,2500,,2
2725,H1-4,H1-4,500,minor_type_H1-4,2
2726,T26-3,T26-3,500,minor_type_T26-3,2
2727,M4-C-21,M4-21,5000,minor_type_M4-21,2
2728,M9-6,M9-6,500,minor_type_M9-6,2
2729,M15-E-4,M15-4,20000,minor_type_M15-4,2
2730,T6-D-2,T6-4,10000,minor_type_scaled_T6-C-2,2
2731,T39-D-3,T39-5,10000,minor_type_scaled_T39-C-3,2
2732,T39-D-3,T39-6,10000,,2
2733,T12-B-1,T12-1,2500,,2
2734,T12-B-1,T12-2,2500,minor_type_scaled_T12-C-1,2
2735,V1-C-9,V1-32,5000,minor_type_scaled_V1-C-9,2
2736,T5-E-4,T5-7,20000,minor_type_scaled_T5-C-4,2
2737,M1-C-9,M1-9,5000,minor_type_M1-9,2
2738,T7-C-4,T7-4,5000,minor_type_scaled_T7-C-4,2
2739,M1-D-11,M1-11,10000,minor_type_M1-11,2
2740,V1-B-6,V1-11,2500,minor_type_scaled_V1-C-3,2
2741,V1-B-6,V1-12,2500,,2
2742,V1-B-6,V1-10,2500,,2
2743,V1-B-6,V1-13,2500,,2
2744,T17-B-2,T17-3,2500,,2
2745,T17-B-2,T17-2,2500,minor_type_scaled_T17-C-2,2
2746,V2-2,V2-2,500,minor_type_V2-2,2
2747,F2-C-2,F2-2,5000,minor_type_F2-2,2
2748,V1-10,V1-10,500,minor_type_V1-10,2
2749,M3-B-10,M3-10,2500,minor_type_M3-10,2
2750,F2-D-5,F2-5,10000,minor_type_F2-5,2
2751,H2-C-4,H2-4,5000,minor_type_H2-4,2
2752,F2-B-19,F2-19,2500,minor_type_F2-19,2
2753,M2-C-16,M2-16,5000,minor_type_M2-16,2
2754,M5-B-6,M5-6,2500,minor_type_M5-6,2
2755,T2-E-3,T2-6,20000,minor_type_scaled_T2-C-6,2
2756,T2-E-3,T2-5,20000,minor_type_scaled_T2-C-5,2
2757,T39-3,T39-3,500,minor_type_T39-3,2
2758,T30-B-1,T30-2,2500,,2
2759,T30-B-1,T30-1,2500,minor_type_scaled_T30-C-1,2
2760,F2-E-8,F2-8,20000,minor_type_F2-8,2
2761,T4-D-5,T4-10,10000,,2
2762,T4-D-5,T4-14,10000,,2
2763,T1-21,T1-21,500,minor_type_T1-21,2
2764,T2-D-4,T2-7,10000,minor_type_scaled_T2-C-7,2
2765,T2-D-4,T2-8,10000,minor_type_scaled_T2-C-8,2
2766,M4-E-18,M4-18,20000,minor_type_M4-18,2
2767,T15-E-1,T15-1,20000,minor_type_scaled_T15-C-1,2
2768,M9-C-9,M9-9,5000,minor_type_M9-9,2
2769,M10-D-1,M10-1,10000,minor_type_M10-1,2
2770,M1-B-24,M1-24,2500,minor_type_M1-24,2
2771,M9-C-6,M9-6,5000,minor_type_M9-6,2
2772,M15-C-4,M15-4,5000,minor_type_M15-4,2
2773,T19-E-1,T19-3,20000,minor_type_scaled_T19-C-1,2
2774,T19-E-1,T19-1,20000,,2
2775,M5-38,M5-38,500,minor_type_M5-38,2
2776,M1-D-10,M1-10,10000,minor_type_M1-10,2
2777,L8-E-4,L8-4,20000,minor_type_L8-4,2
2778,T1-5,T1-5,500,minor_type_T1-5,2
2779,M1-E-19,M1-19,20000,minor_type_M1-19,2
2780,M4-C-13,M4-13,5000,minor_type_M4-13,2
2781,M1-C-5,M1-5,5000,minor_type_M1-5,2
2782,M5-37,M5-37,500,minor_type_M5-37,2
2783,M5-C-33,M5-33,5000,minor_type_M5-33,2
2784,L5-4,L5-4,500,minor_type_L5-4,2
2785,V12-C-3,V12-3,5000,minor_type_scaled_V12-C-3,2
2786,T27-E-1,T27-1,20000,minor_type_scaled_T27-C-2,2
2787,T27-E-1,T27-2,20000,minor_type_scaled_T27-C-6,2
2788,T27-E-1,T27-6,20000,minor_type_scaled_T27-C-1,2
2789,M6-2,M6-2,500,minor_type_M6-2,2
2790,T31-6,T31-6,500,minor_type_T31-6,2
2791,V4-1,V4-1,500,minor_type_V4-1,2
2792,M11-D-3,M11-3,10000,minor_type_M11-3,2
2793,T3-C-12,T3-12,5000,minor_type_scaled_T3-C-12,2
2794,M9-3,M9-3,500,minor_type_M9-3,2
2795,T1-42,T1-42,500,minor_type_T1-42,2
2796,T13-7,T13-7,500,minor_type_T13-7,2
2797,T28-E-1,T28-1,20000,minor_type_scaled_T28-C-1,2
2798,T1-35,T1-35,500,minor_type_T1-35,2
2799,T5-B-4,T5-2,2500,,2
2800,T5-B-4,T5-4,2500,minor_type_scaled_T5-C-1,2
2801,T5-B-4,T5-1,2500,,2
2802,M3-E-10,M3-10,20000,minor_type_M3-10,2
2803,T30-C-3,T30-6,5000,minor_type_scaled_T30-C-3,2
2804,T30-C-3,T30-5,5000,,2
2805,M1-23,M1-23,500,minor_type_M1-23,2
2806,M3-D-19,M3-19,10000,minor_type_M3-19,2
2807,M9-B-5,M9-5,2500,minor_type_M9-5,2
2808,T31-B-10,T31-10,2500,minor_type_scaled_T31-C-10,2
2809,T18-C-4,T18-6,5000,minor_type_scaled_T18-C-4,2
2810,F1-C-2,F1-2,5000,minor_type_F1-2,2
2811,T17-3,T17-3,500,minor_type_T17-3,2
2812,M5-C-30,M5-30,5000,minor_type_M5-30,2
2813,V12-B-1,V12-1,2500,minor_type_scaled_V12-C-1,2
2814,M2-E-9,M2-9,20000,minor_type_M2-9,2
2815,T16-B-3,T16-3,2500,minor_type_scaled_T16-C-3,2
2816,V5-E-2,V5-2,20000,minor_type_scaled_V5-C-2,2
2817,T34-12,T34-12,500,minor_type_T34-12,2
2818,M11-D-1,M11-1,10000,minor_type_M11-1,2
2819,T7-D-3,T7-5,10000,minor_type_scaled_T7-C-5,2
2820,V4-6,V4-6,500,minor_type_V4-6,2
2821,M12-B-6,M12-6,2500,minor_type_M12-6,2
2822,M2-D-14,M2-14,10000,minor_type_M2-14,2
2823,T3-E-7,T3-11,20000,minor_type_scaled_T3-C-12,2
2824,T3-E-7,T3-12,20000,minor_type_scaled_T3-C-11,2
2825,M5-D-19,M5-19,10000,minor_type_M5-19,2
2826,M5-E-19,M5-19,20000,minor_type_M5-19,2
2827,T26-B-2,T26-1,2500,minor_type_scaled_T26-C-1,2
2828,T26-B-2,T26-2,2500,,2
2829,F2-C-14,F2-14,5000,minor_type_F2-14,2
2830,M1-C-25,M1-25,5000,minor_type_M1-25,2
2831,V10-C-3,V10-3,5000,minor_type_scaled_V10-C-3,2
2832,H4-D-4,H4-4,10000,minor_type_H4-4,2
2833,V1-11,V1-11,500,minor_type_V1-11,2
2834,V13-4,V13-4,500,minor_type_V13-4,2
2835,M4-C-22,M4-22,5000,minor_type_M4-22,2
2836,H4-B-2,H4-2,2500,minor_type_H4-2,2
2837,M5-E-15,M5-15,20000,minor_type_M5-15,2
2838,T13-9,T13-9,500,minor_type_T13-9,2
2839,T7-3,T7-3,500,minor_type_T7-3,2
2840,T39-B-5,T39-5,2500,minor_type_scaled_T39-C-3,2
2841,T39-B-5,T39-6,2500,,2
2842,V13-5,V13-5,500,minor_type_V13-5,2
2843,T20-2,T20-2,500,minor_type_T20-2,2
2844,M2-D-9,M2-9,10000,minor_type_M2-9,2
2845,T32-B-4,T32-4,2500,minor_type_scaled_T32-C-5,2
2846,T32-B-4,T32-5,2500,minor_type_scaled_T32-C-4,2
2847,M10-B-5,M10-5,2500,minor_type_M10-5,2
2848,M4-E-10,M4-10,20000,minor_type_M4-10,2
2849,T37-D-3,T37-3,10000,minor_type_scaled_T37-C-3,2
2850,T12-E-1,T12-1,20000,minor_type_scaled_T12-C-2,2
2851,T12-E-1,T12-4,20000,minor_type_scaled_T12-C-1,2
2852,T12-E-1,T12-2,20000,,2
2853,T12-E-1,T12-3,20000,,2
2854,T18-4,T18-4,500,minor_type_T18-4,2
2855,H1-C-3,H1-3,5000,minor_type_H1-3,2
2856,V10-D-2,V10-3,10000,minor_type_scaled_V10-C-2,2
2857,V10-D-2,V10-2,10000,minor_type_scaled_V10-C-3,2
2858,V8-2,V8-2,500,minor_type_V8-2,2
2859,T31-B-1,T31-1,2500,minor_type_scaled_T31-C-1,2
2860,T13-B-7,T13-7,2500,minor_type_scaled_T13-C-7,2
2861,M14-2,M14-2,500,minor_type_M14-2,2
2862,L2-D-13,L2-13,10000,minor_type_L2-13,2
2863,L6-C-2,L6-2,5000,minor_type_L6-2,2
2864,T13-C-14,T13-14,5000,minor_type_scaled_T13-C-14,2
2865,H2-6,H2-6,500,minor_type_H2-6,2
2866,T2-8,T2-8,500,minor_type_T2-8,2
2867,M4-E-27,M4-27,20000,minor_type_M4-27,2
2868,T31-D-1,T31-1,10000,minor_type_scaled_T31-C-1,2
2869,T34-B-12,T34-12,2500,minor_type_scaled_T34-C-4,2
2870,T34-B-12,T34-6,2500,,2
2871,T34-B-12,T34-5,2500,,2
2872,M14-B-3,M14-3,2500,minor_type_M14-3,2
2873,V1-B-10,V1-21,2500,minor_type_scaled_V1-C-5,2
2874,V1-B-10,V1-22,2500,,2
2875,M4-B-4,M4-4,2500,minor_type_M4-4,2
2876,T45-1,T45-1,500,minor_type_T45-1,2
2877,V1-E-3,V1-16,20000,minor_type_scaled_V1-C-4,2
2878,V1-E-3,V1-17,20000,minor_type_scaled_V1-C-8,2
2879,V1-E-3,V1-29,20000,,2
2880,V1-E-3,V1-28,20000,,2
2881,V1-E-3,V1-20,20000,,2
2882,V1-E-3,V1-32,20000,,2
2883,V1-E-3,V1-27,20000,,2
2884,V1-E-3,V1-31,20000,,2
2885,V1-E-3,V1-15,20000,,2
2886,V1-E-3,V1-14,20000,,2
2887,V1-E-3,V1-18,20000,,2
2888,V1-E-3,V1-19,20000,,2
2889,T11-C-1,T11-3,5000,minor_type_scaled_T11-C-1,2
2890,T11-C-1,T11-1,5000,,2
2891,M1-D-14,M1-14,10000,minor_type_M1-14,2
2892,F4-E-3,F4-3,20000,minor_type_F4-3,2
2893,L2-B-11,L2-11,2500,minor_type_L2-11,2
2894,L5-B-4,L5-4,2500,minor_type_L5-4,2
2895,L2-11,L2-11,500,minor_type_L2-11,2
2896,M4-25,M4-25,500,minor_type_M4-25,2
2897,V9-B-1,V9-1,2500,minor_type_scaled_V9-C-1,2
2898,M5-B-15,M5-15,2500,minor_type_M5-15,2
2899,L3-C-2,L3-2,5000,minor_type_L3-2,2
2900,M5-C-6,M5-6,5000,minor_type_M5-6,2
2901,T1-64,T1-64,500,minor_type_T1-64,2
2902,V13-6,V13-6,500,minor_type_V13-6,2
2903,L4-B-1,L4-1,2500,minor_type_L4-1,2
2904,M15-3,M15-3,500,minor_type_M15-3,2
2905,M9-B-3,M9-3,2500,minor_type_M9-3,2
2906,V4-B-5,V4-9,2500,minor_type_scaled_V4-C-5,2
2907,V4-B-5,V4-8,2500,,2
2908,T32-C-8,T32-10,5000,minor_type_scaled_T32-C-18,2
2909,T32-C-8,T32-20,5000,minor_type_scaled_T32-C-8,2
2910,M3-B-13,M3-13,2500,minor_type_M3-13,2
2911,T6-1,T6-1,500,minor_type_T6-1,2
2912,L2-8,L2-8,500,minor_type_L2-8,2
2913,T38-B-1,T38-1,2500,minor_type_scaled_T38-C-1,2
2914,T18-D-4,T18-6,10000,minor_type_scaled_T18-C-4,2
2915,H2-2,H2-2,500,minor_type_H2-2,2
2916,T17-C-1,T17-1,5000,minor_type_scaled_T17-C-1,2
2917,M3-B-15,M3-15,2500,minor_type_M3-15,2
2918,T45-C-3,T45-4,5000,minor_type_scaled_T45-C-3,2
2919,L2-E-4,L2-4,20000,minor_type_L2-4,2
2920,T3-13,T3-13,500,minor_type_T3-13,2
2921,T23-B-1,T23-1,2500,minor_type_scaled_T23-C-1,2
2922,M2-1,M2-1,500,minor_type_M2-1,2
2923,T9-D-1,T9-1,10000,minor_type_scaled_T9-C-1,2
2924,M9-B-6,M9-6,2500,minor_type_M9-6,2
2925,L2-E-13,L2-13,20000,minor_type_L2-13,2
2926,M5-C-4,M5-4,5000,minor_type_M5-4,2
2927,V1-14,V1-14,500,minor_type_V1-14,2
2928,T1-76,T1-76,500,minor_type_T1-76,2
2929,T5-D-7,T5-10,10000,minor_type_scaled_T5-C-7,2
2930,M3-C-1,M3-1,5000,minor_type_M3-1,2
2931,M6-B-2,M6-2,2500,minor_type_M6-2,2
2932,T7-B-1,T7-1,2500,minor_type_scaled_T7-C-1,2
2933,F2-D-19,F2-19,10000,minor_type_F2-19,2
2934,F2-D-21,F2-21,10000,minor_type_F2-21,2
2935,M2-E-12,M2-12,20000,minor_type_M2-12,2
2936,L2-6,L2-6,500,minor_type_L2-6,2
2937,M5-D-31,M5-31,10000,minor_type_M5-31,2
2938,T16-C-3,T16-3,5000,minor_type_scaled_T16-C-3,2
2939,M1-D-12,M1-12,10000,minor_type_M1-12,2
2940,M5-D-32,M5-32,10000,minor_type_M5-32,2
2941,V8-B-2,V8-2,2500,minor_type_scaled_V8-C-2,2
2942,T34-B-7,T34-7,2500,minor_type_scaled_T34-C-5,2
2943,T34-B-7,T34-8,2500,,2
2944,L1-4,L1-4,500,minor_type_L1-4,2
2945,M2-E-3,M2-3,20000,minor_type_M2-3,2
2946,F2-B-16,F2-16,2500,minor_type_F2-16,2
2947,M3-E-12,M3-12,20000,minor_type_M3-12,2
2948,V1-C-3,V1-11,5000,minor_type_scaled_V1-C-3,2
2949,V1-C-3,V1-12,5000,,2
2950,V1-C-3,V1-10,5000,,2
2951,V1-C-3,V1-13,5000,,2
2952,M5-B-16,M5-16,2500,minor_type_M5-16,2
2953,M9-C-1,M9-1,5000,minor_type_M9-1,2
2954,M3-15,M3-15,500,minor_type_M3-15,2
2955,M5-B-21,M5-21,2500,minor_type_M5-21,2
2956,T3-E-1,T3-1,20000,minor_type_scaled_T3-C-1,2
2957,F2-B-15,F2-15,2500,minor_type_F2-15,2
2958,V13-E-4,V13-8,20000,minor_type_scaled_V13-C-4,2
2959,V13-E-4,V13-7,20000,,2
2960,T31-B-2,T31-2,2500,minor_type_scaled_T31-C-2,2
2961,L8-6,L8-6,500,minor_type_L8-6,2
2962,M3-D-6,M3-6,10000,minor_type_M3-6,2
2963,T31-C-3,T31-3,5000,minor_type_scaled_T31-C-3,2
2964,T42-D-1,T42-1,10000,minor_type_scaled_T42-C-1,2
2965,V12-E-3,V12-3,20000,minor_type_scaled_V12-C-3,2
2966,M4-D-3,M4-3,10000,minor_type_M4-3,2
2967,H2-B-8,H2-8,2500,minor_type_H2-8,2
2968,T31-C-7,T31-7,5000,minor_type_scaled_T31-C-7,2
2969,T34-4,T34-4,500,minor_type_T34-4,2
2970,T1-B-3,T1-63,2500,minor_type_scaled_T1-C-3,2
2971,T1-B-3,T1-71,2500,,2
2972,T1-B-3,T1-64,2500,,2
2973,T1-B-3,T1-45,2500,,2
2974,T1-B-3,T1-6,2500,,2
2975,T1-B-3,T1-46,2500,,2
2976,T1-B-3,T1-5,2500,,2
2977,T1-B-3,T1-24,2500,,2
2978,T1-B-3,T1-35,2500,,2
2979,T1-B-3,T1-72,2500,,2
2980,V2-8,V2-8,500,minor_type_V2-8,2
2981,L1-B-4,L1-4,2500,minor_type_L1-4,2
2982,M13-D-2,M13-2,10000,minor_type_M13-2,2
2983,T7-D-5,T7-9,10000,minor_type_scaled_T7-C-8,2
2984,T7-D-5,T7-8,10000,minor_type_scaled_T7-C-14,2
2985,T7-D-5,T7-14,10000,minor_type_scaled_T7-C-9,2
2986,T4-7,T4-7,500,minor_type_T4-7,2
2987,T27-D-2,T27-7,10000,minor_type_scaled_T27-C-7,2
2988,T27-D-2,T27-4,10000,minor_type_scaled_T27-C-3,2
2989,T27-D-2,T27-3,10000,minor_type_scaled_T27-C-4,2
2990,T28-B-3,T28-3,2500,minor_type_scaled_T28-C-3,2
2991,M1-B-29,M1-29,2500,minor_type_M1-29,2
2992,M3-C-12,M3-12,5000,minor_type_M3-12,2
2993,M12-3,M12-3,500,minor_type_M12-3,2
2994,M1-E-29,M1-29,20000,minor_type_M1-29,2
2995,M7-D-2,M7-2,10000,minor_type_M7-2,2
2996,T31-B-8,T31-8,2500,minor_type_scaled_T31-C-8,2
2997,T5-D-5,T5-8,10000,minor_type_scaled_T5-C-5,2
2998,L2-C-7,L2-7,5000,minor_type_L2-7,2
2999,M4-D-5,M4-5,10000,minor_type_M4-5,2
3000,L8-8,L8-8,500,minor_type_L8-8,2
3001,V3-1,V3-1,500,minor_type_V3-1,2
3002,L2-19,L2-19,500,minor_type_L2-19,2
3003,L7-D-3,L7-3,10000,minor_type_L7-3,2
3004,T27-8,T27-8,500,minor_type_T27-8,2
3005,M12-E-2,M12-2,20000,minor_type_M12-2,2
3006,T28-E-2,T28-2,20000,minor_type_scaled_T28-C-2,2
3007,T29-B-1,T29-3,2500,minor_type_scaled_T29-C-1,2
3008,T29-B-1,T29-1,2500,,2
3009,T34-3,T34-3,500,minor_type_T34-3,2
3010,T8-B-1,T8-2,2500,minor_type_scaled_T8-C-1,2
3011,T8-B-1,T8-3,2500,,2
3012,T8-B-1,T8-1,2500,,2
3013,T29-B-9,T29-9,2500,minor_type_scaled_T29-C-6,2
3014,T37-C-2,T37-2,5000,minor_type_scaled_T37-C-2,2
3015,M5-B-26,M5-26,2500,minor_type_M5-26,2
3016,T1-B-9,T1-62,2500,minor_type_scaled_T1-C-1,2
3017,T1-B-9,T1-21,2500,,2
3018,T1-B-9,T1-70,2500,,2
3019,T1-B-9,T1-69,2500,,2
3020,T1-B-9,T1-42,2500,,2
3021,T1-B-9,T1-33,2500,,2
3022,T1-B-9,T1-61,2500,,2
3023,T1-B-9,T1-2,2500,,2
3024,T1-B-9,T1-1,2500,,2
3025,T1-B-9,T1-41,2500,,2
3026,T35-B-2,T35-3,2500,minor_type_scaled_T35-C-2,2
3027,T35-B-2,T35-2,2500,,2
3028,F2-B-12,F2-12,2500,minor_type_F2-12,2
3029,T31-3,T31-3,500,minor_type_T31-3,2
3030,T4-B-20,T4-20,2500,minor_type_T4-20,2
3031,M2-D-6,M2-6,10000,minor_type_M2-6,2
3032,H2-D-5,H2-5,10000,minor_type_H2-5,2
3033,T7-D-4,T7-13,10000,minor_type_scaled_T7-C-7,2
3034,T7-D-4,T7-7,10000,minor_type_scaled_T7-C-6,2
3035,T7-D-4,T7-6,10000,minor_type_scaled_T7-C-13,2
3036,T9-D-2,T9-2,10000,minor_type_scaled_T9-C-2,2
3037,M5-21,M5-21,500,minor_type_M5-21,2
3038,L5-E-4,L5-4,20000,minor_type_L5-4,2
3039,T19-1,T19-1,500,minor_type_T19-1,2
3040,T32-C-13,T32-15,5000,minor_type_scaled_T32-C-13,2
3041,M3-E-5,M3-5,20000,minor_type_M3-5,2
3042,T7-6,T7-6,500,minor_type_T7-6,2
3043,T8-C-3,T8-5,5000,minor_type_scaled_T8-C-3,2
3044,V13-E-1,V13-1,20000,minor_type_scaled_V13-C-1,2
3045,V13-E-1,V13-2,20000,,2
3046,L2-D-18,L2-18,10000,minor_type_L2-18,2
3047,V5-C-2,V5-2,5000,minor_type_scaled_V5-C-2,2
3048,T11-3,T11-3,500,minor_type_T11-3,2
3049,H2-B-1,H2-1,2500,minor_type_H2-1,2
3050,M4-C-6,M4-6,5000,minor_type_M4-6,2
3051,T26-B-6,T26-6,2500,minor_type_scaled_T26-C-4,2
3052,T26-B-6,T26-7,2500,,2
3053,T4-10,T4-10,500,minor_type_T4-10,2
3054,M10-D-3,M10-3,10000,minor_type_M10-3,2
3055,M5-C-36,M5-36,5000,minor_type_M5-36,2
3056,T24-1,T24-1,500,minor_type_T24-1,2
3057,M5-B-5,M5-5,2500,minor_type_M5-5,2
3058,M12-B-5,M12-5,2500,minor_type_M12-5,2
3059,M5-D-33,M5-33,10000,minor_type_M5-33,2
3060,T5-E-1,T5-9,20000,minor_type_scaled_T5-C-1,2
3061,T5-E-1,T5-2,20000,minor_type_scaled_T5-C-5,2
3062,T5-E-1,T5-4,20000,minor_type_scaled_T5-C-6,2
3063,T5-E-1,T5-8,20000,,2
3064,T5-E-1,T5-1,20000,,2
3065,T3-6,T3-6,500,minor_type_T3-6,2
3066,M9-B-4,M9-4,2500,minor_type_M9-4,2
3067,H4-C-2,H4-2,5000,minor_type_H4-2,2
3068,M3-B-1,M3-1,2500,minor_type_M3-1,2
3069,F1-C-6,F1-6,5000,minor_type_F1-6,2
3070,F2-C-21,F2-21,5000,minor_type_F2-21,2
3071,M4-B-11,M4-11,2500,minor_type_M4-11,2
3072,L1-C-6,L1-6,5000,minor_type_L1-6,2
3073,M4-C-19,M4-19,5000,minor_type_M4-19,2
3074,F2-E-17,F2-17,20000,minor_type_F2-17,2
3075,L2-B-5,L2-5,2500,minor_type_L2-5,2
3076,M9-C-8,M9-8,5000,minor_type_M9-8,2
3077,M1-27,M1-27,500,minor_type_M1-27,2
3078,M12-2,M12-2,500,minor_type_M12-2,2
3079,T32-B-14,T32-14,2500,minor_type_scaled_T32-C-12,2
3080,T39-1,T39-1,500,minor_type_T39-1,2
3081,F2-12,F2-12,500,minor_type_F2-12,2
3082,M4-D-2,M4-2,10000,minor_type_M4-2,2
3083,M5-D-24,M5-24,10000,minor_type_M5-24,2
3084,M10-2,M10-2,500,minor_type_M10-2,2
3085,T1-78,T1-78,500,minor_type_T1-78,2
3086,M5-B-32,M5-32,2500,minor_type_M5-32,2
3087,M1-C-29,M1-29,5000,minor_type_M1-29,2
3088,M1-C-8,M1-8,5000,minor_type_M1-8,2
3089,M4-E-21,M4-21,20000,minor_type_M4-21,2
3090,M4-E-8,M4-8,20000,minor_type_M4-8,2
3091,M4-D-7,M4-7,10000,minor_type_M4-7,2
3092,L2-E-3,L2-3,20000,minor_type_L2-3,2
3093,T34-E-3,T34-7,20000,minor_type_scaled_T34-C-5,2
3094,T34-E-3,T34-8,20000,,2
3095,V6-E-2,V6-4,20000,minor_type_scaled_V6-C-4,2
3096,V6-E-2,V6-2,20000,minor_type_scaled_V6-C-2,2
3097,V6-E-2,V6-8,20000,minor_type_scaled_V6-C-8,2
3098,M2-15,M2-15,500,minor_type_M2-15,2
3099,M4-B-20,M4-20,2500,minor_type_M4-20,2
3100,V11-B-1,V11-1,2500,minor_type_scaled_V11-C-1,2
3101,T18-1,T18-1,500,minor_type_T18-1,2
3102,M5-E-38,M5-38,20000,minor_type_M5-38,2
3103,V3-D-2,V3-6,10000,minor_type_scaled_V3-C-2,2
3104,M4-D-33,M4-33,10000,minor_type_M4-33,2
3105,L2-C-9,L2-9,5000,minor_type_L2-9,2
3106,M4-C-10,M4-10,5000,minor_type_M4-10,2
3107,T5-C-1,T5-2,5000,minor_type_scaled_T5-C-1,2
3108,T5-C-1,T5-4,5000,,2
3109,T5-C-1,T5-1,5000,,2
3110,T3-B-7,T3-7,2500,minor_type_scaled_T3-C-7,2
3111,T1-9,T1-9,500,minor_type_T1-9,2
3112,T13-B-13,T13-13,2500,minor_type_scaled_T13-C-13,2
3113,T10-1,T10-1,500,minor_type_T10-1,2
3114,M2-8,M2-8,500,minor_type_M2-8,2
3115,M5-E-11,M5-11,20000,minor_type_M5-11,2
3116,M4-C-42,M4-42,5000,minor_type_M4-42,2
3117,T1-45,T1-45,500,minor_type_T1-45,2
3118,T12-C-1,T12-1,5000,minor_type_scaled_T21-C-1,2
3119,T12-C-1,T21-1,5000,minor_type_scaled_T12-C-1,2
3120,T12-C-1,T12-2,5000,,2
3121,T12-C-1,T21-2,5000,,2
3122,T44-D-1,T44-1,10000,minor_type_scaled_T44-C-1,2
3123,M5-C-18,M5-18,5000,minor_type_M5-18,2
3124,V6-B-1,V6-1,2500,minor_type_scaled_V6-C-1,2
3125,M3-C-18,M3-18,5000,minor_type_M3-18,2
3126,H1-D-1,H1-1,10000,minor_type_H1-1,2
3127,T32-C-7,T32-9,5000,minor_type_scaled_T32-C-7,2
3128,V12-3,V12-3,500,minor_type_V12-3,2
3129,M4-8,M4-8,500,minor_type_M4-8,2
3130,T16-C-4,T16-4,5000,minor_type_scaled_T16-C-4,2
3131,M5-14,M5-14,500,minor_type_M5-14,2
3132,L6-E-1,L6-1,20000,minor_type_L6-1,2
3133,M5-D-38,M5-38,10000,minor_type_M5-38,2
3134,V1-B-9,V1-16,2500,minor_type_scaled_V1-C-4,2
3135,V1-B-9,V1-17,2500,,2
3136,V1-B-9,V1-20,2500,,2
3137,V1-B-9,V1-15,2500,,2
3138,V1-B-9,V1-14,2500,,2
3139,V1-B-9,V1-18,2500,,2
